MSQueue
0,047154
2,367215
5,074513
7,633836
10,259723
12,704123
15,290983
17,733650
20,388655
23,189237

MSQueueRefl
0,049858
2,231374
4,280332
6,461346
8,637874
10,763677
12,890760
15,163064
17,435899
19,331819

LockingQueue
0,051804
2,697794
4,635445
8,376840
11,112480
13,031553
21,973863
18,651599
15,619809
24,955803

MSQueue E7 & D5 removed
0,048626
2,247248
4,921077
7,503959
9,938298
12,516658
15,157329
17,199220
19,695378
22,485657
